Name;FIDE ID;Born;Died;Year;"Most recent
federation";M/F;Notes
Maletin, Pavel;4146786;1986-11-06;;2007; Russia;M;title application
Malich, Burkhard;4611330;1936-11-29;;1975; Germany;M;
Malinin, Vasily;4140249;1956-04-26;;2003; Russia;M;
Mališauskas, Vidmantas;12800031;1963-08-04;;1993; Lithuania;M;
Mamedov, Nidjat;13400819;1985-04-02;;2006; Azerbaijan;M;
Mamedov, Rauf;13401653;1988-04-26;;2004; Azerbaijan;M;
Mamedyarov, Shakhriyar;13401319;1985-04-12;;2002; Azerbaijan;M;
Mammadov, Zaur;13401033;1994-04-16;;2015; Azerbaijan;M;title application
Maník, Mikuláš;14900734;1975-05-26;;2006; Slovakia;M;title application
Manolache, Marius;1201530;1973-04-22;;2007; Romania;M;"Di Felice[1]; title application"
Manor, Ilan;2800110;1969-10-26;;1996; Israel;M;Di Felice
Marcelin, Cyril;607274;1979-03-16;;2002; France;M;
Marciano, David;600423;1969-07-04;;1998; Monaco;M;
Mareco, Sandro;112275;1987-05-13;;2010; Argentina;M;title application
Margvelashvili, Giorgi;13602926;1990-02-09;;2010; Georgia;M;title application
Mariano, Nelson;5200610;1974-06-28;;2004; Philippines;M;
Marin, Mihail;1200020;1965-04-21;;1993; Romania;M;
Mariotti, Sergio;800023;1946-08-10;;1974; Italy;M;
Marić, Rudolf;;1927-05-13;1990-08-26;1990; Yugoslavia;M;"Di Felice; honorary"
Marjanović, Slavoljub;900354;1955-01-06;;1978; Serbia;M;Di Felice
Markoš, Ján;14903474;1985-07-02;;2007; Slovakia;M;title application
Markosian, David S.;13300466;1972-01-24;;2008; Armenia;M;title application
Markovic, Miroslav;901504;1973-05-08;;1999; Serbia;M;
Markowski, Tomasz;1105680;1975-07-30;;1998; Poland;M;
Markuš, Robert;921637;1983-10-07;;2004; Serbia;M;
Maróczy, Géza;;1870-03-03;1951-05-29;1950; Hungary;M;Gaige
Marović, Dražen;14500183;1938-01-14;;1975; Croatia;M;
Martinez Duany, Lelys Stanley;3504727;1985-07-10;;2009; Cuba;M;title application
Martinović, Saša;14509792;1991-07-15;;2011; Croatia;M;"Di Felice; title application"
Martinović, Slobodan;900931;1945-07-25;2015-01-10;1979; Serbia;M;Di Felice
Martirosyan, Haik M.;13306553;2000-07-14;;2017; Armenia;M;title application
Martinez Alcantara, Jose Eduardo;3805662;1999-01-31;;2018; Peru;M;title application
Maslak, Konstantin;4130901;1984-08-27;;2008; Russia;M;title application
Mastrovasilis, Athanasios;4201990;1979-04-18;;2005; Greece;M;title application
Mastrovasilis, Dimitrios;4202694;1983-06-12;;2003; Greece;M;Di Felice
Matamoros Franco, Carlos;3600017;1966-12-17;;2002; Ecuador;M;
Matanović, Aleksandar;900230;1930-05-23;;1955; Serbia;M;Gaige
Mateo, Ramon;6400019;1958-06-23;;2008; Dominican Republic;M;title application
Matinian, Nikita;24129100;1992-04-21;;2017; Russia;M;title application
Matjushin, Gennady;14107910;1984-08-23;;2007; Ukraine;M;title application
Matlakov, Maxim;4168003;1991-03-05;;2010; Russia;M;title application
Matsenko, Sergei;4170083;1990-06-21;;2018; Russia;M;title application
Matsuura, Everaldo;2100169;1970-10-01;;2011; Brazil;M;"Di Felice; title application"
Matulović, Milan;900362;1935-06-10;2013-10-09;1965; Serbia;M;Di Felice
Matuszewski, Michal;1129775;1993-01-06;;2019; Poland;M;title application
Maximov, Dmitry;14105659;1984-07-20;;2008; Ukraine;M;title application
Mazé, Sébastien;613762;1984-02-08;;2007; France;M;title application
McDonald, Neil;400629;1967-01-21;;1996; England;M;
McNab, Colin;2400030;1961-02-03;;1992; Scotland;M;Di Felice
McShane, Luke;404853;1984-01-07;;2000; England;M;
Mchedlishvili, Mikheil;13600966;1979-06-04;;2002; Georgia;M;
Mecking, Henrique;2100010;1952-01-23;;1972; Brazil;M;
Mednis, Edmar;2000440;1937-03-22;2002-02-13;1980; United States;M;Di Felice
Meduna, Eduard;300055;1950-09-11;;1987; Czech Republic;M;
Medvegy, Zoltan;708402;1979-03-21;;2002; Hungary;M;
Megaranto, Susanto;7101384;1987-10-08;;2004; Indonesia;M;
Meier, Georg;4675789;1987-08-26;;2007; Germany;M;title application
Meijers, Viesturs;11600314;1967-12-05;;2004; Latvia;M;
Meister, Jakob;4102541;1955-09-11;;2008; Germany;M;"; title application"
Mekhitarian, Krikor Sevag;2107660;1986-11-15;;2010; Brazil;M;title application
Melkumyan, Hrant;13302485;1989-04-30;;2008; Armenia;M;"Di Felice; IM title application; title application"
Meshkovs, Nikita;11602740;1994-06-30;;2017; Latvia;M;title application
Mestel, Jonathan;400122;1957-03-13;;1982; England;M;
Michalik, Peter;14907526;1990-09-15;;2011; Czech Republic;M;title application
Michiels, Bart;202967;1986-10-30;;2014; Belgium;M;"Di Felice; title application"
Mieses, Jacques;;1865-02-27;1954-02-23;1950; England;M;Gaige
Miezis, Normunds;11600136;1971-05-11;;1997; Latvia;M;
Mihok, Oliver;728012;1993-06-23;;2015; Hungary;M;title application
Mikaelyan, Arman;13304852;1996-11-25;;2017; Armenia;M;title application
Mikenas, Vladas;;1910-04-17;1992-11-03;1987; Lithuania;M;Di Felice
Mikhalchishin, Adrian;14602385;1954-11-18;;1978; Slovenia;M;
Mikhaletz, Lubomir;14102340;1974-08-15;;2000; Ukraine;M;Di Felice
Mikhalevski, Victor;2801914;1972-07-08;;1996; Israel;M;
Miladinović, Igor;4203380;1974-01-25;;1993; Serbia;M;
Milanović, Danilo;915483;1974-01-18;;2008; Serbia;M;title application
Miles, Tony;403385;1955-04-23;2001-11-12;1976; England;M;Di Felice
Milić, Borislav;;1925-10-20;1986-05-28;1977; Yugoslavia;M;"Di Felice; d.o.d.[note 29]"
Miljković, Miroslav;922722;1985-05-06;;2013; Serbia;M;title application
Milos, Gilberto;2100029;1963-10-30;;1988; Brazil;M;
Milov, Leonid;14101068;1966-02-06;;2012; Germany;M;title application
Milov, Vadim;1304364;1972-08-01;;1993;  Switzerland;M;Di Felice
Minasian, Ara;13300377;1974-04-14;;2004; Armenia;M;
Minasian, Artashes;13300040;1967-01-21;;1992; Armenia;M;
Minić, Dragoljub;14500477;1937-03-05;2005-04-05;1991; Croatia;M;"Di Felice;[note 30] honorary"
Miralles, Gilles;600059;1966-02-08;;1997; France;M;Di Felice
Miranda Mesa, Elier;3510697;1993-01-29;;2019; Cuba;M;title application
Miron, Lucian-Costin;1210920;1987-09-14;;2019; Romania;M;title application
Miroshnichenko, Evgenij;14102595;1978-12-28;;2002; Ukraine;M;
Mirumian, Vigen;316180;1977-09-29;;2008; Czech Republic;M;title application
Mirzoev, Azer;13400304;1978-03-28;;2001; Azerbaijan;M;
Mirzoev, Emil;14108640;1996;;2019; Ukraine;M;title application
Mitkov, Nikola;15000290;1971-12-18;;1993; North Macedonia;M;
Mitoń, Kamil;1111914;1984-04-12;;2002; Poland;M;
Miśta, Aleksander;1110381;1983-01-07;;2004; Poland;M;
Mogranzini, Roberto;810894;1983-01-06;;2013; Italy;M;title application
Mohr, Georg;14600013;1965-02-02;;1997; Slovenia;M;
Mohr, Stefan;4600290;1967-10-22;;1989; Germany;M;
Moiseenko, Alexander;14102560;1980-05-17;;2000; Ukraine;M;Di Felice
Moiseenko, Vadim;4123700;1994-07-07;;2018; Russia;M;title application
Mokry, Karel;306070;1959-02-07;;1984; Czech Republic;M;
Molner, Mackenzie;2021722;1988-08-01;;2013; United States;M;title application
Mons, Leon;4614950;1995-09-10;;2018; Germany;M;title application
Monticelli, Mario;;1902-03-16;1995-06-30;1985; Italy;M;"Di Felice; honorary"
Moradi, Elshan;12501255;1985-05-22;;2005; United States;M;title application
Moranda, Wojciech;1122401;1988-08-17;;2009; Poland;M;title application
Moreno Carnero, Javier;2224267;1975-06-07;;2003; Spain;M;
Moroni, Luca;865834;2000-07-01;;2017; Italy;M;title application
Morovic Fernández, Iván;3405400;1963-03-24;;1986; Chile;M;
Moroz, Alexander;14100509;1961-01-18;2009-01-17;1999; Ukraine;M;Di Felice
Morozevich, Alexander;4116992;1977-07-18;;1994; Russia;M;
Mosadeghpour, Masoud;12519278;1997;;2017; Iran;M;title application
Moskalenko, Alexander;4155351;1988-06-08;;2018; Russia;M;title application
Moskalenko, Viktor;14100100;1960-12-04;;1992; Spain;M;Di Felice
Motwani, Paul;2400022;1962-06-13;;1992; Scotland;M;
Motylev, Alexander;4121830;1979-06-17;;2000; Russia;M;
Moussard, Jules;642908;1995-01-16;;2016; France;M;title application
Movsesian, Sergei;310204;1978-11-03;;1997; Armenia;M;
Movsziszian, Karen;13301152;1963-01-06;;1994; Armenia;M;
Mozharov, Mikhail;4189825;1990-10-19;;2014; Russia;M;title application
Mrva, Martin;14900092;1971-12-12;;2005; Slovakia;M;title application
Muller, Karsten;4600347;1970-11-23;;1998; Germany;M;
Munkhgal, Gombosuren;4901266;1988-09-06;;2020; Mongolia;M;"GM title application; IM title application"
Murariu, Andrei;1209272;1986-02-17;;2006; Romania;M;
Muratović, Alija;921661;1962-01-05;;2009; Serbia;M;"Di Felice; title application"
Murey, Jacob;2803585;1941-08-02;;1987; Israel;M;
Murshed, Niaz;10200010;1966-05-13;;1987; Bangladesh;M;
Muñoz, Miguel;3800229;1975-10-10;;2012; Spain;M;title application
Muse, Mladen;4600304;1963-01-20;;2001; Croatia;M;
Muzychuk, Anna;14111330;1990-02-28;;2012; Ukraine;F;title application
Muzychuk, Mariya;14114550;1992-09-21;;2015; Ukraine;F;"Di Felice; Women's World Chess Champion 2015–2016; IM title application"
Nabaty, Tamir;2809052;1991-05-04;;2011; Israel;M;title application
Nadyrkhanov, Sergey;4135830;1963-09-28;;1999; Russia;M;
Naiditsch, Arkadij;4650891;1985-10-25;;2001; Azerbaijan;M;
Najdorf, Miguel;;1910-04-15;1997-07-04;1950; Argentina;M;Di Felice
Najdoski, Toni;15001334;1970-05-04;;1998; North Macedonia;M;
Najer, Evgeniy;4118987;1977-06-22;;1999; Russia;M;
Nakamura, Hikaru;2016192;1987-12-09;;2003; United States;M;
Nalbandian, Tigran;13300245;1975-06-05;;2004; Armenia;M;
Nanu, Ciprian-Costica;1204580;1977-07-28;;2010; Romania;M;title application
Narciso Dublan, Marc;2201500;1974-01-20;;2003; Spain;M;
Naroditsky, Daniel;2026961;1995-11-09;;2013; United States;M;title application
Nasanjargal, Urtnasan;4900774;1994-02-19;;2020; Mongolia;M;title application[note 31]
Nasuta, Grzegorz;1141686;1996-03-01;;2018; Poland;M;title application
Nataf, Igor-Alexandre;605492;1978-05-02;;1998; France;M;
Naumann, Alexander;4623169;1979-02-17;;2005; Germany;M;title application
Naumkin, Igor;4101715;1965-08-10;;1990; Russia;M;
Navara, David;309095;1985-03-27;;2002; Czech Republic;M;
Nedev, Trajce;15000605;1973-02-27;;2001; North Macedonia;M;Di Felice
Neelotpal, Das;5003512;1982-04-20;;2006; India;M;
Negi, Parimarjan;5016690;1993-02-09;;2006; India;M;Di Felice
Neikšāns, Arturs;11601388;1983-03-16;;2012; Latvia;M;title application
Nemet, Ivan;1301438;1943-04-14;2007-12-16;1978;  Switzerland;M;Di Felice
Nepomniachtchi, Ian;4168119;1990-07-14;;2007; Russia;M;title application
Nesterov, Yakov;13700030;1966-11-24;;2005; Kazakhstan;M;title application
Nestorovic, Nikola;934526;1989-10-13;;2016; Serbia;M;title application
Neuman, Petr;305243;1978-03-11;;2013; Czech Republic;M;title application
Nevednichy, Vladislav;1205730;1969-09-03;;1993; Romania;M;
Neverov, Valeriy;14100150;1964-06-21;;1991; Ukraine;M;
Nevostrujev, Vladimir;4114345;1966-05-25;;2003; Russia;M;
Nguyễn Anh Dũng;12400025;1976-03-17;;2001; Vietnam;M;
Nguyễn Anh Khôi;12404675;2002-01-11;;2019; Vietnam;M;title application
Nguyen Duc Hoa;12401358;1989-07-13;;2014; Vietnam;M;title application
Nguyen Huynh Minh Huy;12401269;1987-10-11;;2014; Vietnam;M;title application
Nguyễn Ngọc Trường Sơn;12401110;1990-02-23;;2005; Vietnam;M;Di Felice
Nguyen, Thai Dai Van;358878;2001-12-12;;2018; Czech Republic;M;title application
Nguyễn, Văn Huy;12401064;1985-03-14;;2020; Vietnam;M;title application
Ni Hua;8601160;1983-05-31;;2003; China;M;Di Felice
Nielsen, Peter Heine;1400355;1973-05-24;;1994; Denmark;M;
Nihal Sarin;25092340;2004-07-13;;2018; India;M;title application
Nijboer, Friso;1000063;1965-05-26;;1993; Netherlands;M;
Nikcevic, Nebojsa;901776;1965-02-20;;1997; Montenegro;M;
Nikitin, Andrey;4119568;1974-08-10;;2001; Russia;M;
Nikolac, Juraj;14500140;1932-04-22;;1979; Croatia;M;
Nikolaidis, Ioannis;4202139;1971-01-04;;1995; Greece;M;
Nikolenko, Oleg;4101880;1959-06-19;;2008; Russia;M;title application
Nikolic, Predrag;14400014;1960-09-11;;1983; Bosnia and Herzegovina;M;
Nikolic, Stanimir;903191;1935-01-26;;1978; Serbia;M;
Nikolov, Momchil;2905710;1985-03-03;;2010; Bulgaria;M;title application
Ninov, Nikolai;2900424;1969-05-21;;2012; Bulgaria;M;title application
Nisipeanu, Liviu-Dieter;1202758;1976-08-01;;1997; Germany;M;
Nogueiras, Jesus;3500020;1959-07-17;;1979; Cuba;M;
Norwood, David;400106;1968-10-03;;1989; Andorra;M;
Nosenko, Alexander;14100690;1968-01-13;2017-02-04;2014; Ukraine;M;"Di Felice; title application"
Notkevich, Benjamin Arvola;1506536;1993-02-09;;2018; Norway;M;title application
Novik, Maxim;4102924;1970-04-03;;2003; Russia;M;"Di Felice; title application"
Novikov, Igor;14100037;1962-05-23;;1990; United States;M;
Novikov, Maxim;4161289;1972-05-02;;2005; Russia;M;title application
Novikov, Stanislav;4125371;1985-07-06;;2004; Russia;M;"Di Felice; title application"
Nunn, John;400017;1955-04-25;;1978; England;M;
Nybäck, Tomi;503142;1985-04-03;;2003; Finland;M;
Nyzhnyk, Illya;14118084;1996-09-27;;2011; Ukraine;M;title application
Obregon, Andres Carlos;111724;1986-10-22;;2014; Argentina;M;title application
Obregon Rivero, Juan Carlos;3507815;1989-09-08;;2020; Cuba;M;title application
Obukhov, Alexander;4108442;1969-04-17;;2005; Russia;M;
Odeev, Handszar;14000091;1972-01-27;;2004; Turkmenistan;M;
Øgaard, Leif;1500074;1952-01-05;;2007; Norway;M;title application
O'Kelly de Galway, Albéric;;1911-05-17;1980-10-03;1956; Belgium;M;Gaige
Okhotnik, Vladimir;14101289;1950-02-28;;2011; France;M;winner 21st World Senior Chess Championship
Ólafsson, Friðrik;2300052;1935-01-26;;1958; Iceland;M;Gaige
Ólafsson, Helgi;2300010;1956-08-15;;1985; Iceland;M;
Oleksiyenko, Mykhaylo;4152417;1986-09-30;;2005; Ukraine;M;title application
Oliva Castandea, Kevel;3500799;1994-05-04;;2017; Cuba;M;title application
Oll, Lembit;;1966-04-23;1999-05-17;1990; Estonia;M;"Di Felice; title year[note 32]"
Olszewski, Michał;1121251;1989-09-23;;2009; Poland;M;title application
Omelja, Artem;14119846;1991;;2020; Ukraine;M;title application
Oms Pallise, Josep;2205521;1973-07-20;;2007; Spain;M;"Di Felice; title application"
Onischuk, Alexander;14101025;1975-09-03;;1994; United States;M;
Onischuk, Vladimir;14114038;1991-07-21;;2012; Ukraine;M;title application
Oparin, Grigoriy;24125890;1997-07-01;;2013; Russia;M;title application
Oral, Tomáš;303739;1977-12-24;;1999; Czech Republic;M;
Oratovsky, Michael;2802090;1974-04-03;;2002; Israel;M;
Orlov, Andrey;4125282;1977-03-19;;2008; Russia;M;title application
Ortega, Lexy;811416;1960-03-08;;2001; Italy;M;
Ortiz Suárez, Isan Reynaldo;3507165;1985-04-02;;2011; Cuba;M;"Di Felice; title application[note 33]"
Ostenstad, Berge;1500058;1964-09-16;;2003; Norway;M;
Ostojić, Predrag;;1938-02-22;1996-07-05;1975; FR Yugoslavia;M;Di Felice
Ovetchkin, Roman;4119991;1973-01-16;;2005; Russia;M;
Ovsejevitsch, Sergei;14101866;1974-05-04;;2000; Ukraine;M;
Pacher, Milan;14907445;1990-10-03;;2016; Slovakia;M;title application
Pachman, Luděk;4662989;1924-05-11;2003-03-06;1954; Germany;M;Di Felice
Padevsky, Nikola;2900190;1933-05-29;;1964; Bulgaria;M;Gaige
Paehtz, Thomas;4611349;1956-09-04;;1990; Germany;M;FIDE Golden Book
Paichadze, Luka;13602934;1991-03-06;;2012; Georgia;M;title application
Pakleza, Zbigniew;1119290;1986-12-08;;2014; Poland;M;title application
Palac, Mladen;14500116;1971-02-18;;1993; Croatia;M;
Palatnik, Sam;2014610;1950-03-26;;1978; United States;M;
Palo, Davor;1405853;1985-11-02;;2005; Denmark;M;title application
Panarin, Mikhail;4153251;1983-08-04;;2007; Russia;M;title application
Panchenko, Alexander;4102126;1953-10-05;2009-05-19;1980; Russia;M;Di Felice
Panno, Oscar;100153;1935-03-17;;1955; Argentina;M;Gaige
Pantsulaia, Levan;13602071;1986-02-26;;2005; Georgia;M;
Paoli, Enrico;1306855;1908-01-13;2005-12-15;1996; Italy;M;"Di Felice; honorary"
Pap, Gyula;725323;1991-04-20;;2011; Hungary;M;title application
Pap, Miša;921610;1979-05-01;;2011; Serbia;M;"Di Felice; title application"
Papadopoulos, Ioannis;4207742;1988-04-12;;2009; Greece;M;"Di Felice; title application"
Papaioannou, Ioannis;4201345;1976-04-20;;1998; Greece;M;
Papin, Vasily;4143183;1988-09-21;;2011; Russia;M;title application
Papp, Gabor;718602;1987-05-04;;2011; Hungary;M;title application
Paragua, Mark;5201241;1984-03-29;;2005; Philippines;M;title application
Paravyan, David;4194985;1998-08-03;;2017; Russia;M;title application
Parker, Jonathan;400580;1976-05-19;;2001; England;M;Di Felice
Pârligras, Mircea;1204297;1980-12-28;;2002; Romania;M;
Parma, Bruno;14600706;1941-12-30;;1963; Slovenia;M;Gaige
Pashikian, Arman;13301578;1987-07-28;;2007; Armenia;M;title application
Paunović, Dragan;900516;1961-11-08;2016-05-19;2004; Serbia;M;"Di Felice; title application"
Pavasovič, Duško;14600986;1976-10-15;;1999; Slovenia;M;
Pavlidis, Antonios;4212312;1993-04-01;;2014; Greece;M;title application
Pavlov, Maxim;14104350;1979-06-13;;2014; Ukraine;M;"Di Felice; title application"
Pavlovic, Milos;900389;1964-01-05;;1993; Serbia;M;Di Felice
Pechac, Jergus;14926970;2001-10-31;;2019; Slovakia;M;title application
Pelletier, Yannick;1301837;1976-09-22;;2001;  Switzerland;M;Di Felice
Pena Gomez, Manuel;2252813;1988-06-13;;2019; Spain;M;title application
Peng Xiaomin;8600511;1973-04-08;;1996; China;M;Di Felice
Peng Zhaoqin;1004786;1968-05-08;;2004; Netherlands;F;
Penrose, Jonathan;400360;1933-10-07;;1993; England;M;
Peralta, Fernando;105309;1979-12-16;;2004; Argentina;M;
Perelshteyn, Eugene;2012529;1980-02-02;;2006; United States;M;
Perez Candelario, Manuel;2210622;1983-05-25;;2011; Spain;M;title application
Perez Mitjans, Orelvis;3502856;1976-07-28;;2012; Spain;M;title application
Perez Ponsa, Federico;117927;1993-10-22;;2012; Argentina;M;title application
Perez Rodriguez, Luis Manuel;3503364;1978-10-05;;2008; Cuba;M;title application
Pert, Nicholas;403989;1981-01-22;;2004; England;M;
Perunović, Milos;921629;1984-01-14;;2004; Serbia;M;title application
Petkevich, Jusefs;11600110;1940-12-19;;2002; Latvia;M;
Petkov, Vladimir;2901188;1971-01-26;;2007; Bulgaria;M;title application
Petr, Martin;318299;1988-08-23;;2011; Czech Republic;M;title application
Petrik, Tomas;14901625;1980-10-31;;2008; Slovakia;M;title application
Petrosian, Arshak;13300288;1953-12-16;;1984; Armenia;M;
Petrosian, Davit G.;13301349;1984-09-20;;2009; Armenia;M;title application
Petrosian, Tigran;;1929-06-17;1984-08-13;1952; Soviet Union;M;Gaige
Petrosian, Tigran L.;13301616;1984-09-17;;2004; Armenia;M;
Petrosyan, Manuel;13300857;1998-05-06;;2017; Armenia;M;title application
Petrov, Marijan;2901773;1975-09-14;;2010; Bulgaria;M;title application
Petrov, Nikita;4101286;1996-07-01;;2018; Russia;M;title application
Pétursson, Margeir;2300028;1960-02-15;;1986; Iceland;M;
Pfleger, Helmut;4600100;1943-08-06;;1975; Germany;M;
Pichot, Alan;110973;1998-08-13;;2016; Argentina;M;"Di Felice; title application"
Pietzsch, Wolfgang;;1930-12-21;1996-12-29;1965; Germany;M;Di Felice[note 34]
Pigusov, Evgeny;4100514;1961-03-31;;1987; Russia;M;
Piket, Jeroen;1000055;1969-01-27;;1989; Netherlands;M;
Pikula, Dejan;906379;1969-07-31;;2002; Serbia;M;
Pilavov, Georgiy;14109158;1974-12-13;;2005; Ukraine;M;title application
Pilnik, Herman;;1914-01-08;1981-11-12;1952; Argentina;M;"Gaige; also Hermann"
Pintér, József;700045;1953-11-09;;1982; Hungary;M;
Piorun, Kacper;1130420;1991-11-24;;2012; Poland;M;title application
Pirc, Vasja;;1907-12-19;1980-06-02;1953; Yugoslavia;M;Gaige
Piskov, Yury;4101731;1964-10-17;;1993; Russia;M;Di Felice
Plachetka, Ján;14900068;1945-02-18;;1978; Slovakia;M;
Planinc, Albin;14600730;1944-04-18;2008-12-20;1972; Slovenia;M;Di Felice
Plaskett, James;400238;1960-03-18;;1985; England;M;
Plát, Vojtěch;325740;1994-01-23;;2017; Czech Republic;M;title application
Podolchenko, Evgeniy;13504134;1988-02-07;;2010; Belarus;M;title application[note 35]
Poetsch, Hagen;24615137;1991-08-27;;2018; Germany;M;title application
Pogorelov, Ruslan;14100363;1959-06-07;;1998; Ukraine;M;
Polák, Tomáš;300560;1974-04-24;;2000; Czech Republic;M;Di Felice
Polgar, Judit;700070;1976-07-23;;1992; Hungary;F;FIDE Golden Book
Polgar, Susan;700088;1969-04-19;;1991; Hungary;F;
Polugaevsky, Lev;;1934-11-20;1995-08-30;1962; Russia;M;Di Felice
Poluljahov, Aleksandr;4112849;1965-06-06;;1993; Russia;M;
Polzin, Rainer;4610741;1971-02-13;;2007; Germany;M;title application
Pomar, Arturo;2200449;1931-09-01;2016-05-26;1962; Spain;M;Di Felice
Ponkratov, Pavel;4157800;1988-07-15;;2010; Russia;M;title application
Ponomariov, Ruslan;14103320;1983-10-11;;1998; Ukraine;M;
Popchev, Milko;2900165;1964-11-11;;1998; Bulgaria;M;
Popilski, Gil;2809060;1993-10-06;;2013; Israel;M;title application
Popov, Ivan;4170350;1990-03-20;;2007; Russia;M;title application
Popov, Valerij;4119410;1974-09-10;;1999; Russia;M;
Popovic, Dusan;927031;1983-02-28;;2007; Serbia;M;title application
Popović, Petar;900109;1959-02-14;;1981; Serbia;M;
Portisch, Lajos;700037;1937-04-04;;1961; Hungary;M;Gaige
Postny, Evgeny;2804344;1981-07-03;;2002; Israel;M;
Potapov, Alexander;4115074;1969-01-05;;2004; Russia;M;
Potapov, Pavel;4169786;1990-09-28;;2016; Russia;M;title application
Potkin, Vladimir;4131061;1982-06-28;;2001; Russia;M;
Pourramezanali, Amirreza;12511412;1992-09-23;;2016; Iran;M;title application
Pozo Vera, Sandro;3507203;1987-07-27;;2012; Cuba;M;title application
Praggnanandhaa R;25059530;2005-08-10;;2018; India;M;title application
Predke, Alexandr;24107581;1994-01-05;;2016; Russia;M;title application
Predojević, Borki;930849;1987-04-06;;2005; Bosnia and Herzegovina;M;title application
Preotu, Razvan;2613280;1999-08-11;;2016; Canada;M;"Di Felice; title application"
Pridorozhni, Aleksei;4127870;1981-08-27;;2011; Russia;M;title application
Prié, Éric;600172;1962-03-14;;1995; France;M;Di Felice
Prins, Lodewijk;1001566;1913-01-27;1999-11-11;1982; Netherlands;M;"Di Felice; honorary"
Prithu Gupta;46618546;2004-03-08;;2019; India;M;title application
Priyadharshan K.;5018293;1993-12-01;;2016; India;M;title application
Prohászka, Péter;726265;1992-01-13;;2010; Hungary;M;title application
Prokopchuk, Evgeny;4120965;1978-07-13;;2001; Russia;M;Di Felice
Pruijssers, Roeland;1013068;1989-08-16;;2012; Netherlands;M;title application
Prusikin, Michael;4642325;1978-01-19;;2004; Germany;M;
Psakhis, Lev;2800012;1958-11-29;;1982; Israel;M;Di Felice
Puc, Stojan;14600838;1921-04-09;2004-01-29;1984; Slovenia;M;"Di Felice; honorary"
Pultinevicius, Paulius;12809390;2001-11-24;;2019; Lithuania;M;title application
Puranik, Abhimanyu;5061245;2000-02-11;;2017; India;M;title application
Pushkov, Nikolai;4117131;1946-11-26;;1994; Russia;M;Di Felice
Qashashvili, Alexandre;13600842;1975-09-02;;2017; Georgia;M;title application
Quesada Perez, Luis Ernesto;3520773;1999-01-04;;2018; Cuba;M;title application
Quesada Perez, Yasser;3509362;1992-05-23;;2017; Cuba;M;title application
Quesada Perez, Yuniesky;3504409;1984-07-31;;2005; United States;M;
Quinteros, Miguel;100021;1947-12-28;;1973; Argentina;M;
Quparadze, Giga;13602250;1987-08-23;;2017; Georgia;M;title application
Rabiega, Robert;4601475;1971-02-01;;2002; Germany;M;
Radjabov, Teimour;13400924;1987-03-12;;2001; Azerbaijan;M;
Radulov, Ivan;2900300;1939-01-07;;1972; Bulgaria;M;
Radulski, Julian;2901595;1972-05-24;2013-02-16;2004; Bulgaria;M;"Di Felice; d.o.d.[note 36]; title application"
Raetsky, Alexander;4103203;1961-10-17;;2005; Russia;M;title application
Ragger, Markus;1610856;1988-02-05;;2008; Austria;M;title application
Ragozin, Viacheslav;;1908-10-08;1962-03-11;1950; Soviet Union;M;Gaige
Rahman, Ziaur;10200037;1974-05-01;;2002; Bangladesh;M;
Raicevic, Vladimir;900605;1949-05-02;;1976; Serbia;M;
Rajković, Dusan;900265;1942-06-17;;1977; Serbia;M;
Rajpara, Ankit;5023335;1994-08-27;;2014; India;M;title application
Rakhmanov, Aleksandr;4173708;1989-08-28;;2007; Russia;M;title application
Rambaldi, Francesco;20657307;1999-01-19;;2015; Italy;M;title application
Ramesh, R. B.;5002109;1976-04-20;;2003; India;M;Di Felice
Ramírez, Alejandro;6500617;1988-06-21;;2004; United States;M;
Rantanen, Yrjö;500038;1950-04-23;;1981; Finland;M;
Rapport, Richárd;738590;1996-03-25;;2010; Hungary;M;title application
Rashkovsky, Nukhim;4100603;1946-04-18;;1980; Russia;M;
Rasik, Vitezslav;300306;1973-11-07;;2017; Czech Republic;M;title application
Rasmussen, Allan Stig;1406000;1983-11-20;;2009; Denmark;M;title application
Rasulov, Vugar;13402390;1991-04-05;;2011; Azerbaijan;M;title application
Raznikov, Danny;2811154;1993-03-29;;2015; Israel;M;title application
Razuvaev, Yuri;4100301;1945-10-10;2012-03-21;1976; Russia;M;Di Felice
Rechlis, Gad;2800047;1967-02-05;;1990; Israel;M;
Ree, Hans;1000098;1944-11-15;;1980; Netherlands;M;
Reinderman, Dimitri;1001302;1972-08-12;;1998; Netherlands;M;
Relange, Eloi;600822;1976-07-01;;1998; France;M;
Renet, Olivier;600040;1964-12-21;;1990; France;M;
Repka, Christopher;14918781;1998-10-06;;2018; Slovakia;M;title application
Reshevsky, Samuel;;1911-11-26;1992-04-04;1950; United States;M;Di Felice
Riazantsev, Alexander;4125029;1985-09-12;;2001; Russia;M;
Ribli, Zoltán;700010;1951-09-06;;1973; Hungary;M;
Ricardi, Pablo;100242;1962-02-25;;1997; Argentina;M;
Richter, Michael;4618920;1978-07-20;;2015; Germany;M;title application
Riff, Jean-Noël;611190;1981-04-22;;2014; France;M;"Di Felice; title application[note 37]"
Ringoir, Tanguy;208027;1994-06-29;;2015; Belgium;M;title application
Rios, Cristhian Camilo;4403940;1993-04-09;;2019; Colombia;M;title application
Ristic, Nenad;901318;1958-11-19;;1997; Serbia;M;
Rivas Pastor, Manuel;2200058;1960-07-13;;1987; Spain;M;
Rizouk, Aimen;7900309;1979-08-03;;2007; Algeria;M;title application
